text,id
Briba uses rundll32 within Registry Run Keys / Startup Folder entries to execute malicious DLLs., T1085 
Carbanak installs VNC server software that executes through rundll32., T1085 
Comnie uses Rundll32 to load a malicious DLL., T1085 
"CopyKittens uses rundll32 to load various tools on victims, including a lateral movement tool named Vminst, Cobalt Strike, and shellcode.", T1085 
"CORESHELL is installed via execution of rundll32 with an export named ""init"" or ""InitW.""", T1085 
"The CozyCar dropper copies the system file rundll32  to the install location for the malware, then uses the copy of rundll32  to load and execute the main CozyCar component.", T1085 
DDKONG uses Rundll32 to ensure only a single instance of itself is running at once., T1085 
"After copying itself to a DLL file, a variant of Elise calls the DLL file using rundll32 .", T1085 
Variants of Emissary have used rundll32  in Registry values added to establish persistence., T1085 
FELIXROOT uses Rundll32 for executing the dropper program., T1085 
Rundll32  is used as a way of executing Flame at the command-line., T1085 
A gh0st RAT variant has used rundll32 for execution., T1085 
GreyEnergy uses PsExec locally in order to execute rundll32  at the highest privileges  ., T1085 
JHUHUGIT is executed using rundll32 ., T1085 
Koadic can use Rundll32 to execute additional payloads., T1085 
Kwampirs uses rundll32  in a Registry value added to establish persistence., T1085 
Matroyshka uses rundll32  in a Registry Run key value for execution as part of its persistence mechanism., T1085 
Mosquito's launcher uses rundll32  in a Registry Key value to start the main backdoor capability., T1085 
MuddyWater has used malware that leveraged rundll32  in a Registry Run key to execute a  ., T1085 
NOKKI has used rundll32 for execution., T1085 
NotPetya uses rundll32  to install itself on remote systems when accessed via PsExec or wmic., T1085 
PowerDuke uses rundll32  to load., T1085 
Prikormka uses rundll32  to load its DLL., T1085 
Pteranodon executes functions using rundll32 ., T1085 
PUNCHBUGGY can load a DLL using Rundll32., T1085 
RTM runs its core DLL file using rundll32 ., T1085 
Sakula calls cmd  to run various DLL files via rundll32., T1085 
ServHelper contains a module for downloading and executing DLLs that leverages rundll32 ., T1085 
StreamEx uses rundll32 to call an exported function., T1085 
TA505 has leveraged rundll32  to execute malicious DLLs., T1085 
The Winnti installer loads a DLL using rundll32., T1085 
ZxShell has used rundll32  to execute other DLLs and named pipes., T1085 
APT38 has used DYEPACK.FOX to manipulate PDF data as it is accessed to remove traces of fraudulent SWIFT transactions from the data displayed to the end user., T1494 
APT18 actors used the native at Windows task scheduler tool to use scheduled tasks for execution on a victim network., T1053 
APT29 used named and hijacked scheduled tasks to establish persistence., T1053 
"An APT3 downloader creates persistence by creating the following scheduled tas  schtasks directory directory ""mysc"" directory directorydirectory ONLOGON directory ""System"".", T1053 
APT32 has used scheduled tasks to persist on victim systems., T1053 
APT33 has created a scheduled task to execute a   file multiple times a day., T1053 
APT39 has created scheduled tasks., T1053 
APT41 used a compromised account to create a scheduled task on a system., T1053 
at can be used to schedule a task on a system., T1053 
BADNEWS creates a scheduled task to establish by executing a malicious payload every subsequent minute., T1053 
BONDUPDATER persists using a scheduled task that executes every minute., T1053 
BRONZE BUTLER has used at and schtasks to register a scheduled task to execute malware during lateral movement., T1053 
Carbon creates several tasks for later execution to continue persistence on the victim?????s machine., T1053 
Cobalt Group has created Windows tasks to establish persistence., T1053 
"CosmicDuke uses scheduled tasks typically named ""Watchmon Service"" for persistence.", T1053 
One persistence mechanism used by CozyCar is to register itself as a scheduled task., T1053 
Dragonfly 2.0 used scheduled tasks to automatically log out of created accounts every 8 hours as well as to execute malicious files., T1053 
Adversaries can instruct Duqu to spread laterally by copying itself to shares it has enumerated and for which it has obtained legitimate credentials  ., T1053 
The remote host is then infected by using the compromised credentials to schedule a task on remote machines that executes the malware., T1053 
Emotet has maintained persistence through a scheduled task., T1053 
Empire has modules to interact with the Windows task scheduler., T1053 
EvilBunny has executed commands via scheduled tasks., T1053 
FIN10 has established persistence by using S4U tasks as well as the Scheduled Task option in PowerShell Empire., T1053 
"FIN6 has used scheduled tasks to establish persistence for various malware it uses, including downloaders known as HARDTACK and SHIPBREAD and PoS malware known as TRINITY.", T1053 
FIN7 malware has created scheduled tasks to establish persistence., T1053 
FIN8 has used scheduled tasks to maintain RDP backdoors., T1053 
Gazer can establish persistence by creating a scheduled task., T1053 
GravityRAT creates a scheduled task to ensure it is re-executed everyday., T1053 
GRIFFON has used sctasks for persistence., T1053 
Helminth has used a scheduled task for persistence., T1053 
ISMInjector creates scheduled tasks to establish persistence., T1053 
JHUHUGIT has registered itself as a scheduled task to run each time the current user logs in., T1053 
The different components of Machete are executed by Windows Task Scheduler., T1053 
